Date,Open,High,Low,Close,Volume,log_return,ibov,usdbrl,sma_20,sma_50,rsi,atr,lag_1,lag_5,lag_21
2019-03-15,0.2881667218287465,0.2613324969075789,0.2911321732183455,0.27584389618417715,0.0891191379948873,0.640992387307219,0.5292235812278665,0.05675428026723117,0.2603480116389831,0.21077481047241092,0.5935206156720023,0.0759010806794638,0.2748460557958746,0.2495651291014193,0.23376461136075835
2019-03-18,0.2914408906886844,0.2679462511200901,0.2937162280189668,0.28399362960884755,0.15465559376926674,0.6682426631377848,0.5419754188614112,0.04407555702996202,0.26215764903942634,0.21283361799143824,0.6948228847135824,0.07478779629099899,0.27584389618417715,0.26752775964636033,0.2392532250434112
2019-03-19,0.3000571752753475,0.27968566738463185,0.2995735062786775,0.29164447175389563,0.10690956013672043,0.6658604683316964,0.5359342915811087,0.03347159191711624,0.2645435381585745,0.21483523813347544,0.818798900551809,0.08870343663485084,0.28399362960884755,0.2633697925783026,0.2542221031072145
2019-03-20,0.3060886089689411,0.28133916389864994,0.3047416975680189,0.28781910851042913,0.1057516174799254,0.6228493137405584,0.5129155134958188,0.03241118441373558,0.266777791523834,0.21670488128727533,0.7946655270897458,0.09232154839603851,0.29164447175389563,0.27334903498266194,0.2523926519565832
2019-03-21,0.2998848451896522,0.270922446752933,0.28785902926768614,0.2809998771277099,0.12961359818583323,0.6113745978009016,0.4933934470136594,0.026187129882386806,0.2679707290532261,0.21822259141418104,0.6738506775033242,0.10428899593950366,0.28781910851042913,0.2748460557958746,0.25106194751293054
2019-03-22,0.28437561309118875,0.25719893414785927,0.2720100390611093,0.2550537427840721,0.18184368835297723,0.5355814223461519,0.4488438532273904,0.03393260042433899,0.26793028968860727,0.2191200193326312,0.4597870993293603,0.10401067312129861,0.2809998771277099,0.27584389618417715,0.2613740828871689
2019-03-25,0.2652475394395337,0.2481050503343799,0.2689091432537862,0.26070867283628496,0.18193240170168332,0.6597759304962302,0.4477576406868433,0.08695242598856878,0.2678696403081792,0.21993826319953008,0.5320543903544703,0.10818537062977487,0.2550537427840721,0.28399362960884755,0.25571903717684097
2019-03-26,0.2809292163202177,0.26612761398016016,0.28441369814097744,0.28216423628727383,0.15386714857681927,0.7205141743297578,0.4722346219087581,0.06279388742730663,0.26938609978470424,0.2214207833887893,0.6249976300327198,0.12683240963472078,0.26070867283628496,0.29164447175389563,0.26170645539552984
2019-03-27,0.28902835854752507,0.2583563326322273,0.2778672756300686,0.26070867283628496,0.10052517029036642,0.553782280968947,0.42158438234681417,0.0726601729760199,0.27003312083087844,0.22245458732447593,0.5069167822161138,0.13935650259140217,0.28216423628727383,0.28781910851042913,0.25721597124646733
2019-03-28,0.27248532490178345,0.25587632320308296,0.27114883035045817,0.2726839429915946,0.10688642675153151,0.6841513972028936,0.45857512722078386,0.12485009529048052,0.2715293650189578,0.2238667222849649,0.5588535256691907,0.15549866089122663,0.26070867283628496,0.2809998771277099,0.2500641071246281
2019-03-29,0.29316432988985275,0.26364749243207164,0.2847582756572368,0.2726839429915946,0.06905527711779243,0.6371482276493524,0.4738416212838139,0.08312585752089108,0.272520118028074,0.2252876522443223,0.4895517677387919,0.15605531202967501,0.2726839429915946,0.2550537427840721,0.24806825286085046
2019-04-01,0.29230258687651534,0.26182860807339386,0.28699772908233284,0.27168592911611944,0.04932271178454965,0.6332773381945779,0.48334970091956064,0.09455961596254614,0.2734704316725715,0.2266865855291184,0.5049598600769456,0.1516022967881576,0.2726839429915946,0.26070867283628496,0.256384418313196
2019-04-02,0.28782211705773975,0.2598444535413037,0.28682543514302283,0.27650924840600344,0.04119588989782047,0.655779639396223,0.4734249918162068,0.06044256816693383,0.275077877522557,0.2280635236689184,0.481411704004635,0.1468709622279666,0.27168592911611944,0.28216423628727383,0.2560516988304897
2019-04-03,0.29454290828034113,0.26414348406806853,0.2813128427953646,0.26403523154371533,0.07655452634393825,0.5885643760459948,0.4600928488527809,0.06219448843114872,0.27586644776894303,0.22900494646605601,0.41749718210386894,0.16718781484334508,0.27650924840600344,0.26070867283628496,0.2500641071246281
2019-04-04,0.2814461952392351,0.2626553746854056,0.2783842085360129,0.2795030876307275,0.07045749983286659,0.6972007920760185,0.4872035234949261,0.06957117415151481,0.2775851058261078,0.2302983022900879,0.4807479263484546,0.1900095505445599,0.26403523154371533,0.2726839429915946,0.25106194751293054
2019-04-05,0.294715095380915,0.2695996835854526,0.2928548729843409,0.2846589529161452,0.07568012683037603,0.6567302468084727,0.4990328244501978,0.06385429493068706,0.2797182546284111,0.2319039983504559,0.46870636337336097,0.1941842484515093,0.2795030876307275,0.2726839429915946,0.2512283217115481
2019-04-08,0.303676088057491,0.27786698116459013,0.3061199193102973,0.2924761692598108,0.07687096558537544,0.6664393632968296,0.5029164062732494,0.07219916446879715,0.28123472289266355,0.2335844809629411,0.46938868434035846,0.18054687782199272,0.2846589529161452,0.27168592911611944,0.2495651291014193
2019-04-09,0.30315909483502745,0.27538679554340867,0.3007794679871318,0.2909792351901844,0.05266304526609229,0.6315758193188595,0.4868910513942206,0.060304287598959005,0.2829129398276639,0.23517698070109389,0.47919646850489267,0.176928767769942,0.2924761692598108,0.27650924840600344,0.26752775964636033
2019-04-10,0.3121198788731151,0.28084304951507666,0.30267438288432713,0.2846589529161452,0.0911652753032012,0.6134295003323681,0.48184685891140666,0.06021206391332279,0.28360040375354806,0.23694104409978206,0.4813402676368646,0.16969260017320634,0.2909792351901844,0.26403523154371533,0.2633697925783026
2019-04-11,0.2974723535158246,0.26645823920152434,0.28699772908233284,0.27168592911611944,0.07868852806939165,0.5874660839200533,0.4640210695473619,0.04914698037229348,0.2834083180897676,0.23809802696570753,0.5429445286251515,0.16106488733745158,0.2846589529161452,0.2795030876307275,0.27334903498266194
2019-04-12,0.25904375897963217,0.23785366393352048,0.24737511846994775,0.23559406251138962,0.4419913387756921,0.49128440384813343,0.4360473767223165,0.06380812812738879,0.2809617655298274,0.23819040886903903,0.37203990323183606,0.17859863110424898,0.27168592911611944,0.2846589529161452,0.2748460557958746
2019-04-15,0.2569759716456975,0.2314053662357093,0.24703065704910154,0.23725737077963358,0.2090861145569479,0.6441354769918618,0.43914233848168305,0.07510371592202936,0.2781209410282854,0.23834438023749,0.2740595212901936,0.18054681438994943,0.23559406251138962,0.2924761692598108,0.27584389618417715
2019-04-16,0.25008297436473315,0.23934184094349348,0.24840882056052938,0.2503967398637481,0.16150795714168983,0.6914152409264644,0.4577418682855696,0.07053935796925903,0.27561373205773515,0.23874910084759254,0.41908511449419966,0.19613242991210092,0.23725737077963358,0.2909792351901844,0.28399362960884755
2019-04-17,0.27024486811322546,0.24397135654704522,0.25857273418099247,0.2508956022288418,0.1802674346667572,0.6391768343327706,0.44214802249799123,0.0859381852884864,0.2733693675331618,0.23906583705379797,0.3573561590552715,0.19641078682987553,0.2503967398637481,0.2846589529161452,0.29164447175389563
2019-04-18,0.27438083868102836,0.2530654113633641,0.2763168967995825,0.2650331008465465,0.17380218408868786,0.6937116465764485,0.46138737612713143,0.10110650835410273,0.27239884035776424,0.23973451087559255,0.43187769546869353,0.1922360324758112,0.2508956022288418,0.27168592911611944,0.28781910851042913
2019-04-22,0.28006743012927326,0.2530652865631297,0.27752266571969253,0.262371836531885,0.055757825292005916,0.6266349533729075,0.46153617236556266,0.10009215773306046,0.27284366458084414,0.24059234676826707,0.4249802547359955,0.19279266951304533,0.2650331008465465,0.23559406251138962,0.2809998771277099
2019-04-23,0.28058447202139636,0.2548841610792507,0.28372454214798104,0.2663636318030266,0.07035435464752891,0.652894907589436,0.48140047019611343,0.09990771036178736,0.27318739654378615,0.2417317312238481,0.42104433843377814,0.18945293270862526,0.262371836531885,0.23725737077963358,0.2550537427840721
2019-04-24,0.2805845129486665,0.2530654113633641,0.2756277944279518,0.2650331008465465,0.08203819979816651,0.6319148219857137,0.46833616046186344,0.09262324832705793,0.2721460947682826,0.24281832809622067,0.4707808581522614,0.17999030563943666,0.2663636318030266,0.2503967398637481,0.26070867283628496
2019-04-25,0.27593165122704766,0.25604148861633136,0.27941767763603376,0.26835939932321784,0.07672601052038443,0.6502033374545791,0.49075975359342916,0.12549555116897637,0.27261113779489926,0.24412047968390355,0.4062390025905939,0.16718788475103488,0.2650331008465465,0.2508956022288418,0.28216423628727383
2019-04-26,0.28022989109476004,0.25140345290801763,0.2733707897985825,0.25952982749780074,0.07123957803856483,0.602284632851462,0.4860577924590066,0.10848308415350871,0.2718115758588993,0.2448019636127457,0.33561559651397677,0.1680367128103791,0.26835939932321784,0.2650331008465465,0.26070867283628496
