Ativo,Modelo,MAE,RMSE,sMAPE,Theil_U,R2,Hit_Rate,DM_Stat_vs_Base,DM_PValue,MAE_BRL,RMSE_BRL,MAPE_BRL
ITUB4,SARIMAX,0.2915978428840816,0.38120200133006915,87.9944279507563,0.5293194593954481,0.7190011760952384,83.03571428571429,,,0.23590329570899018,0.3177822749458258,0.6014712271687802
ITUB4,LSTM,0.5582279625741352,0.7197420369446192,174.79042635597753,0.9994004873280642,-0.0017235764944700804,55.80357142857143,-7.641318913510129,2.1500776708615704e-14,0.45335663403840093,0.6001302206714689,1.1508825276561214
ITUB4,Hibrido,0.3430094589404892,0.4357893655895622,96.26724453101954,0.6051169474433633,0.63276216843342,77.23214285714286,-4.574935969824753,4.763656534665744e-06,0.2757717943494822,0.35854314286665473,0.7101086578820267
PETR4,SARIMAX,0.44632790265170996,0.6083485070858616,131.62928695463185,1.1304776901181623,-0.2827151192533097,58.03571428571429,,,0.48760102943171646,0.7220907893565373,1.3008164533953728
PETR4,LSTM,0.41751549756206224,0.5660112005851213,153.27233831274575,1.051803410652845,-0.1103895636289629,52.23214285714286,1.3595264507034046,0.17397982663046285,0.4509072431084736,0.6419753502240474,1.2130292878141427
PETR4,Hibrido,0.48802536338776503,0.6650957026735574,131.42454749030495,1.235929479415654,-0.5331816194814005,55.35714285714286,-2.6575818099149244,0.00787034858268403,0.5382400929413764,0.7920314947656286,1.4143855769746003
VALE3,SARIMAX,0.4297851094041402,0.5737963466441212,124.10557636135124,0.8750280570686161,0.22295298128800178,63.39285714285714,,,0.7173573699627227,1.0028279036606307,1.0187048299789478
VALE3,LSTM,0.4964252842021691,0.6791088622499744,157.6862258846553,1.035627556271688,-0.08845514591314929,48.214285714285715,-3.35994981863269,0.0007795663089998187,0.8479847073467285,1.228744069619179,1.17346948983244
VALE3,Hibrido,0.5468059808774346,0.7213778205758145,133.3123076854512,1.1000868800273929,-0.22816668267259876,54.01785714285714,-4.4563573990793355,8.336400882958581e-06,0.9344435028263166,1.303481639776751,1.2873892123548958
